35 6 10 10
1 6 41 0
19 4 14 13
1 6 42 0
39 5 0 3
34 5 2 5
24 4 0 3
8 4 0 4
30 2 3 3
30 2 3 4
6 3 9 7
6 3 9 8
28 4 4 4
38 5 4 4
38 5 4 5
11 6 5 7
31 4 1 3
35 6 10 11
19 4 15 13
19 4 15 14
37 5 6 5
37 5 6 6
2 3 5 5
1 6 43 0
6 3 10 8
21 4 7 6
21 4 7 7
40 4 3 4
40 4 3 5
10 5 0 2
11 6 6 7
18 4 0 3
35 6 11 11
4 3 1 3
33 5 0 5
6 3 10 9
27 5 2 5
7 2 2 3
14 4 0 3
5 4 5 4
15 5 3 4
5 4 5 5
25 4 4 6
37 5 7 6
20 5 0 3
16 4 0 3
31 4 1 4
